Age,Total 1970,Male 1970,Female 1970,Total 1971,Male 1971,Female 1971,Total 1972,Male 1972,Female 1972,Total 1973,Male 1973,Female 1973,Total 1974,Male 1974,Female 1974,Total 1975,Male 1975,Female 1975,Total 1976,Male 1976,Female 1976,Total 1977,Male 1977,Female 1977,Total 1978,Male 1978,Female 1978,Total 1979,Male 1979,Female 1979,Total 1980,Male 1980,Female 1980,Total 1981,Male 1981,Female 1981,Total 1982,Male 1982,Female 1982,Total 1983,Male 1983,Female 1983,Total 1984,Male 1984,Female 1984,Total 1985,Male 1985,Female 1985,Total 1986,Male 1986,Female 1986,Total 1987,Male 1987,Female 1987,Total 1988,Male 1988,Female 1988,Total 1989,Male 1989,Female 1989,Total 1990,Male 1990,Female 1990,Total 1991,Male 1991,Female 1991,Total 1992,Male 1992,Female 1992,Total 1993,Male 1993,Female 1993,Total 1994,Male 1994,Female 1994,Total 1995,Male 1995,Female 1995,Total 1996,Male 1996,Female 1996,Total 1997,Male 1997,Female 1997,Total 1998,Male 1998,Female 1998,Total 1999,Male 1999,Female 1999,Total 2000,Male 2000,Female 2000,Total 2001,Male 2001,Female 2001,Total 2002,Male 2002,Female 2002,Total 2003,Male 2003,Female 2003,Total 2004,Male 2004,Female 2004,Total 2005,Male 2005,Female 2005,Total 2006,Male 2006,Female 2006,Total 2007,Male 2007,Female 2007,Total 2008,Male 2008,Female 2008,Total 2009,Male 2009,Female 2009,Total 2010,Male 2010,Female 2010,Total 2011,Male 2011,Female 2011,Total 2012,Male 2012,Female 2012,Total 2013,Male 2013,Female 2013,Total 2014,Male 2014,Female 2014,Total 2015,Male 2015,Female 2015,Total 2016,Male 2016,Female 2016,Total 2017,Male 2017,Female 2017,Total 2018,Male 2018,Female 2018,Total 2019,Male 2019,Female 2019,Total 2020,Male 2020,Female 2020,Total 2021,Male 2021,Female 2021,Total 2022,Male 2022,Female 2022,Total 2023,Male 2023,Female 2023,Total 2024,Male 2024,Female 2024,Total 2025,Male 2025,Female 2025,Total 2026,Male 2026,Female 2026,Total 2027,Male 2027,Female 2027,Total 2028,Male 2028,Female 2028,Total 2029,Male 2029,Female 2029,Total 2030,Male 2030,Female 2030,Total 2031,Male 2031,Female 2031,Total 2032,Male 2032,Female 2032,Total 2033,Male 2033,Female 2033,Total 2034,Male 2034,Female 2034,Total 2035,Male 2035,Female 2035,Total 2036,Male 2036,Female 2036,Total 2037,Male 2037,Female 2037,Total 2038,Male 2038,Female 2038,Total 2039,Male 2039,Female 2039,Total 2040,Male 2040,Female 2040,Total 2041,Male 2041,Female 2041,Total 2042,Male 2042,Female 2042,Total 2043,Male 2043,Female 2043,Total 2044,Male 2044,Female 2044,Total 2045,Male 2045,Female 2045,Total 2046,Male 2046,Female 2046,Total 2047,Male 2047,Female 2047,Total 2048,Male 2048,Female 2048,Total 2049,Male 2049,Female 2049,Total 2050,Male 2050,Female 2050
32,"38,679","19,464","19,215","39,441","19,935","19,506","40,190","20,250","19,940","40,480","20,368","20,112","44,295","22,684","21,611","51,353","26,135","25,218","53,040","26,911","26,129","52,804","26,532","26,272","52,519","26,220","26,299","71,452","35,955","35,497","75,406","37,950","37,456","74,082","37,021","37,061","76,773","38,578","38,195","77,462","38,996","38,466","76,098","37,889","38,209","81,943","41,029","40,914","81,769","40,642","41,127","83,670","42,003","41,667","85,232","42,800","42,432","86,558","43,649","42,909","89,215","44,845","44,370","89,385","44,993","44,392","88,780","44,752","44,028","88,289","44,568","43,721","87,914","44,442","43,472","87,563","44,328","43,235","86,917","44,065","42,852","86,430","43,882","42,548","86,103","43,781","42,322","85,781","43,682","42,099","85,386","43,546","41,840","85,767","43,681","42,086","86,332","43,910","42,422","86,586","43,981","42,605","87,045","44,156","42,889","87,625","44,393","43,232","88,634","44,846","43,788","89,407","45,180","44,227","89,880","45,361","44,519","90,095","45,413","44,682","90,157","45,388","44,769","92,094","46,437","45,657","93,998","47,466","46,532","96,219","48,657","47,562","98,799","50,027","48,772","101,420","51,417","50,003","104,502","53,044","51,458","107,171","54,458","52,713","110,036","55,975","54,061","112,896","57,489","55,407","115,859","59,056","56,803","116,813","59,643","57,170","118,881","60,828","58,053","120,251","61,655","58,596","120,555","61,975","58,580","119,885","61,773","58,112","118,301","61,086","57,215","115,908","60,017","55,891","112,538","58,470","54,068","112,551","58,583","53,968","114,053","59,224","54,829","116,157","59,987","56,170","118,601","60,582","58,019","120,049","60,579","59,470","116,405","58,973","57,432","114,815","58,439","56,376","116,905","59,386","57,519","119,134","60,446","58,688","121,494","61,633","59,861","123,461","62,624","60,837","124,943","63,376","61,567","125,878","63,870","62,008","126,357","64,167","62,190","126,450","64,281","62,169","126,429","64,292","62,137","126,086","64,117","61,969","125,395","63,756","61,639","124,393","63,208","61,185","123,137","62,503","60,634","122,520","62,138","60,382","122,461","62,070","60,391"
33,"37,065","18,529","18,536","38,384","19,297","19,087","38,437","19,381","19,056","40,021","20,151","19,870","41,232","20,858","20,374","44,985","23,147","21,838","52,262","26,731","25,531","54,170","27,651","26,519","54,705","27,769","26,936","54,717","27,643","27,074","74,073","37,409","36,664","76,757","38,416","38,341","74,196","37,034","37,162","76,506","38,400","38,106","77,640","39,032","38,608","76,620","38,049","38,571","82,097","41,054","41,043","82,405","40,841","41,564","84,923","42,430","42,493","86,972","43,405","43,567","88,467","44,010","44,457","88,586","44,143","44,443","87,936","43,893","44,043","87,400","43,700","43,700","86,979","43,564","43,415","86,580","43,439","43,141","85,890","43,168","42,722","85,358","42,976","42,382","84,985","42,864","42,121","84,615","42,754","41,861","84,174","42,608","41,566","84,493","42,764","41,729","84,997","43,014","41,983","85,191","43,107","42,084","85,588","43,303","42,285","86,104","43,559","42,545","87,041","44,028","43,013","87,747","44,380","43,367","88,158","44,583","43,575","88,316","44,658","43,658","88,323","44,657","43,666","90,444","45,769","44,675","92,538","46,862","45,676","94,935","48,115","46,820","97,686","49,545","48,141","100,473","50,996","49,477","103,723","52,679","51,044","106,558","54,151","52,407","109,597","55,729","53,868","112,636","57,304","55,332","115,767","58,928","56,839","116,650","59,455","57,195","118,494","60,509","57,985","120,330","61,574","58,756","121,650","62,377","59,273","121,888","62,663","59,225","121,145","62,424","58,721","119,490","61,701","57,789","117,023","60,595","56,428","113,599","59,022","54,577","113,637","59,150","54,487","115,153","59,797","55,356","117,275","60,567","56,708","119,742","61,168","58,574","121,203","61,165","60,038","117,522","59,543","57,979","115,915","59,003","56,912","118,024","59,959","58,065","120,274","61,029","59,245","122,655","62,227","60,428","124,641","63,228","61,413","126,136","63,987","62,149","127,078","64,485","62,593","127,559","64,784","62,775","127,649","64,897","62,752","127,625","64,907","62,718","127,277","64,730","62,547","126,576","64,364","62,212","125,562","63,810","61,752","124,291","63,096","61,195","123,666","62,727","60,939"
34,"36,791","18,481","18,310","36,771","18,363","18,408","37,388","18,748","18,640","38,270","19,284","18,986","40,740","20,590","20,150","41,849","21,245","20,604","45,757","23,627","22,130","53,342","27,400","25,942","56,067","28,825","27,242","56,939","29,147","27,792","57,298","28,829","28,469","75,360","37,895","37,465","76,868","38,434","38,434","73,984","36,892","37,092","76,673","38,440","38,233","78,152","39,209","38,943","76,756","38,077","38,679","82,713","41,269","41,444","83,605","41,280","42,325","86,606","43,063","43,543","90,668","45,547","45,121","90,848","45,684","45,164","90,239","45,424","44,815","89,747","45,223","44,524","89,374","45,082","44,292","89,023","44,952","44,071","88,373","44,671","43,702","87,885","44,471","43,414","87,560","44,354","43,206","87,239","44,239","43,000","86,844","44,087","42,757","86,747","44,021","42,726","86,836","44,050","42,786","86,613","43,920","42,693","86,595","43,894","42,701","86,698","43,930","42,768","87,221","44,178","43,043","87,509","44,307","43,202","87,501","44,286","43,215","87,243","44,139","43,104","86,841","43,919","42,922","89,122","45,105","44,017","91,364","46,274","45,090","93,919","47,598","46,321","96,817","49,098","47,719","99,756","50,620","49,136","103,142","52,365","50,777","106,131","53,909","52,222","109,314","55,555","53,759","112,500","57,200","55,300","115,785","58,896","56,889","116,448","59,258","57,190","118,123","60,188","57,935","119,756","61,137","58,619","121,554","62,184","59,370","122,824","62,961","59,863","123,004","63,219","59,785","122,208","62,955","59,253","120,492","62,202","58,290","117,984","61,077","56,907","114,557","59,505","55,052","114,592","59,633","54,959","116,121","60,286","55,835","118,259","61,061","57,198","120,747","61,668","59,079","122,221","61,665","60,556","118,507","60,029","58,478","116,887","59,485","57,402","119,013","60,449","58,564","121,281","61,528","59,753","123,682","62,736","60,946","125,685","63,746","61,939","127,190","64,510","62,680","128,139","65,012","63,127","128,621","65,313","63,308","128,710","65,426","63,284","128,684","65,435","63,249","128,331","65,256","63,075","127,621","64,886","62,735","126,597","64,327","62,270","125,313","63,606","61,707"
35,"36,509","18,282","18,227","36,505","18,318","18,187","35,822","17,836","17,986","37,224","18,652","18,572","38,810","19,557","19,253","41,213","20,838","20,375","42,408","21,530","20,878","46,498","24,014","22,484","54,821","28,175","26,646","57,886","29,782","28,104","58,599","29,427","29,172","58,238","29,258","28,980","75,452","37,919","37,533","76,684","38,313","38,371","74,127","36,940","37,187","77,145","38,642","38,503","78,272","39,246","39,026","77,292","38,307","38,985","83,843","41,777","42,066","85,172","41,985","43,187","89,597","44,777","44,820","90,658","45,387","45,271","90,937","45,606","45,331","91,329","45,881","45,448","91,841","46,216","45,625","92,376","46,563","45,813","92,600","46,753","45,847","92,988","47,026","45,962","93,549","47,386","46,163","94,115","47,748","46,367","94,603","48,071","46,532","93,930","47,719","46,211","93,461","47,470","45,991","92,655","47,050","45,605","92,072","46,743","45,329","91,616","46,501","45,115","91,600","46,482","45,118","91,331","46,334","44,997","90,753","46,030","44,723","89,917","45,595","44,322","88,935","45,086","43,849","90,998","46,151","44,847","93,028","47,200","45,828","95,375","48,412","46,963","98,066","49,798","48,268","100,805","51,209","49,596","103,998","52,850","51,148","106,785","54,281","52,504","109,771","55,816","53,955","112,747","57,348","55,399","115,830","58,931","56,899","116,314","59,154","57,160","117,632","59,856","57,776","119,133","60,697","58,436","120,733","61,630","59,103","122,493","62,656","59,837","123,722","63,413","60,309","123,864","63,653","60,211","123,026","63,368","59,658","121,280","62,601","58,679","118,776","61,480","57,296","115,327","59,898","55,429","115,363","60,028","55,335","116,902","60,686","56,216","119,053","61,466","57,587","121,559","62,077","59,482","123,043","62,075","60,968","119,305","60,429","58,876","117,672","59,881","57,791","119,814","60,853","58,961","122,097","61,939","60,158","124,516","63,156","61,360","126,530","64,172","62,358","128,045","64,942","63,103","128,999","65,447","63,552","129,483","65,749","63,734","129,571","65,862","63,709","129,544","65,872","63,672","129,187","65,691","63,496","128,471","65,318","63,153","127,439","64,755","62,684"
36,"35,548","17,802","17,746","36,225","18,122","18,103","35,573","17,807","17,766","35,657","17,741","17,916","37,710","18,872","18,838","39,227","19,755","19,472","41,724","21,072","20,652","43,048","21,827","21,221","47,705","24,595","23,110","56,488","28,976","27,512","59,214","29,925","29,289","59,498","29,920","29,578","58,295","29,282","29,013","75,307","37,821","37,486","76,813","38,374","38,439","74,545","37,161","37,384","77,247","38,688","38,559","78,777","39,517","39,260","78,278","38,840","39,438","85,312","42,579","42,733","86,782","43,109","43,673","88,171","43,884","44,287","88,800","44,282","44,518","89,539","44,734","44,805","90,394","45,244","45,150","91,272","45,765","45,507","91,842","46,132","45,710","92,575","46,580","45,995","93,478","47,114","46,364","94,387","47,651","46,736","95,217","48,148","47,069","94,029","47,540","46,489","93,044","47,034","46,010","91,726","46,360","45,366","90,629","45,798","44,831","89,657","45,299","44,358","89,111","45,015","44,096","88,315","44,605","43,710","87,217","44,042","43,175","85,874","43,356","42,518","84,396","42,601","41,795","86,838","43,876","42,962","89,234","45,126","44,108","91,935","46,531","45,404","94,968","48,104","46,864","98,046","49,700","48,346","101,566","51,519","50,047","104,695","53,140","51,555","108,028","54,866","53,162","111,344","56,584","54,760","114,769","58,356","56,413","116,318","59,161","57,157","117,405","59,697","57,708","118,560","60,315","58,245","120,030","61,142","58,888","121,592","62,054","59,538","123,321","63,064","60,257","124,520","63,807","60,713","124,628","64,031","60,597","123,768","63,736","60,032","122,031","62,975","59,056","119,513","61,849","57,664","116,041","60,257","55,784","116,078","60,389","55,689","117,626","61,051","56,575","119,790","61,836","57,954","122,314","62,452","59,862","123,807","62,451","61,356","120,045","60,795","59,250","118,402","60,244","58,158","120,558","61,223","59,335","122,856","62,316","60,540","125,290","63,541","61,749","127,315","64,563","62,752","128,838","65,337","63,501","129,797","65,845","63,952","130,284","66,150","64,134","130,371","66,263","64,108","130,342","66,272","64,070","129,982","66,090","63,892","129,260","65,715","63,545"
37,"35,974","17,957","18,017","35,261","17,640","17,621","35,297","17,616","17,681","35,404","17,709","17,695","36,071","17,927","18,144","38,070","19,045","19,025","39,660","19,954","19,706","42,289","21,334","20,955","44,060","22,307","21,753","49,018","25,234","23,784","57,827","29,407","28,420","60,052","30,442","29,610","59,544","29,945","29,599","58,204","29,216","28,988","75,412","37,882","37,530","77,203","38,609","38,594","74,624","37,205","37,419","77,697","38,962","38,735","79,698","40,082","39,616","79,540","39,609","39,931","86,352","43,180","43,172","87,955","44,020","43,935","88,800","44,480","44,320","89,754","44,995","44,759","90,825","45,569","45,256","91,919","46,154","45,765","92,702","46,583","46,119","93,647","47,093","46,554","94,766","47,691","47,075","95,892","48,292","47,600","96,936","48,852","48,084","95,766","48,250","47,516","94,802","47,752","47,050","93,497","47,082","46,415","92,420","46,527","45,893","91,468","46,035","45,433","90,953","45,763","45,190","90,183","45,362","44,821","89,104","44,806","44,298","87,775","44,124","43,651","86,308","43,373","42,935","88,377","44,470","43,907","90,410","45,550","44,860","92,754","46,786","45,968","95,430","48,189","47,241","98,155","49,619","48,536","101,313","51,271","50,042","104,082","52,717","51,365","107,046","54,267","52,779","110,005","55,816","54,189","113,065","57,415","55,650","115,214","58,564","56,650","117,340","59,668","57,672","118,272","60,124","58,148","119,396","60,727","58,669","120,828","61,533","59,295","122,359","62,429","59,930","124,064","63,428","60,636","125,236","64,159","61,077","125,329","64,376","60,953","124,484","64,091","60,393","122,738","63,326","59,412","120,206","62,195","58,011","116,713","60,594","56,119","116,752","60,728","56,024","118,307","61,393","56,914","120,486","62,184","58,302","123,025","62,804","60,221","124,527","62,804","61,723","120,744","61,139","59,605","119,092","60,586","58,506","121,261","61,571","59,690","123,571","62,670","60,901","126,019","63,902","62,117","128,055","64,930","63,125","129,586","65,708","63,878","130,549","66,219","64,330","131,039","66,526","64,513","131,125","66,640","64,485","131,094","66,648","64,446","130,733","66,466","64,267"
38,"36,122","17,909","18,213","35,685","17,794","17,891","34,347","17,146","17,201","35,124","17,516","17,608","35,790","17,891","17,899","36,394","18,088","18,306","38,466","19,233","19,233","40,168","20,200","19,968","43,234","21,801","21,433","45,221","22,885","22,336","49,572","25,316","24,256","58,581","29,884","28,697","60,083","30,460","29,623","59,463","29,885","29,578","58,269","29,255","29,014","75,755","38,096","37,659","77,263","38,645","38,618","75,017","37,449","37,568","78,534","39,485","39,049","80,889","40,829","40,060","79,249","39,718","39,531","81,624","40,926","40,698","83,298","41,783","41,515","85,072","42,689","42,383","86,955","43,651","43,304","88,862","44,624","44,238","90,464","45,444","45,020","92,222","46,343","45,879","94,150","47,327","46,823","96,086","48,315","47,771","97,941","49,262","48,679","97,123","48,878","48,245","96,516","48,601","47,915","95,561","48,148","47,413","94,835","47,810","47,025","94,240","47,539","46,701","94,098","47,496","46,602","93,695","47,322","46,373","92,972","46,986","45,986","91,987","46,518","45,469","90,855","45,975","44,880","92,199","46,666","45,533","93,513","47,341","46,172","95,155","48,184","46,971","97,150","49,204","47,946","99,182","50,243","48,939","101,648","51,501","50,147","103,728","52,566","51,162","105,998","53,728","52,270","108,250","54,876","53,374","110,606","56,079","54,527","113,424","57,582","55,842","116,091","58,999","57,092","118,084","60,035","58,049","118,991","60,478","58,513","120,077","61,060","59,017","121,479","61,851","59,628","122,988","62,736","60,252","124,671","63,725","60,946","125,837","64,454","61,383","125,948","64,681","61,267","125,099","64,396","60,703","123,347","63,629","59,718","120,804","62,494","58,310","117,293","60,885","56,408","117,334","61,021","56,313","118,898","61,690","57,208","121,088","62,486","58,602","123,640","63,110","60,530","125,153","63,112","62,041","121,352","61,439","59,913","119,692","60,884","58,808","121,873","61,875","59,998","124,194","62,980","61,214","126,654","64,218","62,436","128,700","65,251","63,449","130,238","66,033","64,205","131,206","66,547","64,659","131,698","66,856","64,842","131,785","66,971","64,814","131,752","66,978","64,774"
39,"37,162","18,686","18,476","35,831","17,746","18,085","34,780","17,309","17,471","34,171","17,044","17,127","35,500","17,693","17,807","36,103","18,048","18,055","36,765","18,262","18,503","38,951","19,466","19,485","41,061","20,640","20,421","44,367","22,362","22,005","48,170","24,640","23,530","50,161","25,690","24,471","58,598","29,896","28,702","60,014","30,408","29,606","59,513","29,917","29,596","58,503","29,402","29,101","75,794","38,120","37,674","77,622","38,869","38,753","75,749","37,906","37,843","79,601","40,154","39,447","83,086","41,833","41,253","85,230","42,885","42,345","86,642","43,569","43,073","88,158","44,305","43,853","89,788","45,099","44,689","91,442","45,904","45,538","92,783","46,553","46,230","94,287","47,283","47,004","95,963","48,100","47,863","97,648","48,921","48,727","99,250","49,701","49,549","99,025","49,656","49,369","99,015","49,720","49,295","98,646","49,603","49,043","98,514","49,605","48,909","98,517","49,675","48,842","98,997","49,986","49,011","99,210","50,163","49,047","99,087","50,170","48,917","98,683","50,035","48,648","98,115","49,816","48,299","98,372","49,928","48,444","98,621","50,039","48,582","99,217","50,322","48,895","100,179","50,795","49,384","101,192","51,292","49,900","102,631","52,004","50,627","103,682","52,520","51,162","104,909","53,124","51,785","106,119","53,722","52,397","107,425","54,366","53,059","110,905","56,225","54,680","114,187","57,969","56,218","116,741","59,328","57,413","118,714","60,353","58,361","119,588","60,778","58,810","120,646","61,346","59,300","122,026","62,126","59,900","123,515","63,001","60,514","125,194","63,989","61,205","126,383","64,731","61,652","126,496","64,960","61,536","125,645","64,675","60,970","123,886","63,906","59,980","121,332","62,766","58,566","117,808","61,152","56,656","117,851","61,289","56,562","119,423","61,962","57,461","121,623","62,762","58,861","124,188","63,390","60,798","125,709","63,394","62,315","121,893","61,714","60,179","120,226","61,157","59,069","122,416","62,152","60,264","124,748","63,263","61,485","127,219","64,507","62,712","129,274","65,545","63,729","130,819","66,331","64,488","131,793","66,848","64,945","132,286","67,158","65,128","132,373","67,273","65,100"
40,"39,166","19,637","19,529","36,874","18,522","18,352","34,987","17,290","17,697","34,603","17,206","17,397","34,585","17,267","17,318","35,850","17,892","17,958","36,520","18,274","18,246","37,291","18,546","18,745","39,926","20,002","19,924","42,275","21,311","20,964","45,852","23,281","22,571","48,633","24,918","23,715","50,152","25,682","24,470","58,546","29,857","28,689","60,031","30,415","29,616","59,690","30,020","29,670","58,507","29,401","29,106","76,066","38,279","37,787","78,230","39,228","39,002","76,591","38,404","38,187","80,081","40,007","40,074","82,744","41,400","41,344","84,699","42,439","42,260","86,753","43,527","43,226","88,920","44,672","44,248","91,110","45,829","45,281","92,988","46,828","46,160","95,024","47,907","47,117","97,236","49,074","48,162","99,456","50,246","49,210","101,593","51,375","50,218","101,244","51,227","50,017","101,114","51,190","49,924","100,621","50,969","49,652","100,367","50,869","49,498","100,251","50,839","49,412","100,621","51,055","49,566","100,717","51,133","49,584","100,471","51,037","49,434","99,941","50,797","49,144","99,245","50,472","48,773","99,004","50,312","48,692","98,774","50,163","48,611","98,887","50,181","48,706","99,375","50,395","48,980","99,913","50,632","49,281","100,863","51,080","49,783","101,429","51,332","50,097","102,166","51,669","50,497","102,892","52,000","50,892","103,699","52,373","51,326","107,701","54,496","53,205","111,614","56,576","55,038","114,794","58,269","56,525","117,334","59,621","57,713","119,279","60,630","58,649","120,127","61,042","59,085","121,162","61,599","59,563","122,524","62,370","60,154","124,007","63,242","60,765","125,710","64,244","61,466","126,905","64,990","61,915","127,019","65,220","61,799","126,167","64,936","61,231","124,401","64,164","60,237","121,836","63,020","58,816","118,299","61,401","56,898","118,344","61,540","56,804","119,923","62,216","57,707","122,134","63,020","59,114","124,711","63,652","61,059","126,240","63,657","62,583","122,407","61,970","60,437","120,735","61,412","59,323","122,934","62,411","60,523","125,276","63,527","61,749","127,757","64,776","62,981","129,821","65,819","64,002","131,372","66,608","64,764","132,350","67,128","65,222","132,845","67,439","65,406"
41,"37,604","18,602","19,002","38,883","19,473","19,410","36,097","18,095","18,002","34,810","17,185","17,625","35,017","17,424","17,593","34,922","17,457","17,465","36,262","18,111","18,151","37,040","18,554","18,486","38,225","19,051","19,174","41,109","20,647","20,462","44,035","22,422","21,613","46,173","23,450","22,723","48,600","24,892","23,708","50,112","25,649","24,463","58,526","29,836","28,690","60,141","30,466","29,675","59,661","29,995","29,666","58,640","29,465","29,175","76,496","38,503","37,993","78,877","39,568","39,309","77,678","38,869","38,809","80,043","40,043","40,000","81,721","40,873","40,848","83,496","41,752","41,744","85,378","42,684","42,694","87,285","43,629","43,656","88,891","44,423","44,468","90,652","45,295","45,357","92,578","46,249","46,329","94,513","47,208","47,305","96,369","48,127","48,242","95,912","47,978","47,934","95,663","47,932","47,731","95,070","47,714","47,356","94,704","47,610","47,094","94,469","47,572","46,897","94,689","47,763","46,926","94,651","47,825","46,826","94,291","47,725","46,566","93,665","47,490","46,175","92,884","47,175","45,709","93,014","47,202","45,812","93,144","47,232","45,912","93,599","47,428","46,171","94,404","47,802","46,602","95,244","48,192","47,052","96,491","48,788","47,703","97,374","49,200","48,174","98,425","49,694","48,731","99,457","50,184","49,273","100,575","50,712","49,863","103,891","52,435","51,456","108,260","54,737","53,523","112,089","56,777","55,312","115,262","58,467","56,795","117,778","59,805","57,973","119,703","60,804","58,899","120,532","61,207","59,325","121,550","61,756","59,794","122,907","62,525","60,382","124,410","63,408","61,002","126,121","64,415","61,706","127,322","65,165","62,157","127,437","65,397","62,040","126,585","65,114","61,471","124,815","64,342","60,473","122,243","63,197","59,046","118,695","61,574","57,121","118,742","61,715","57,027","120,329","62,395","57,934","122,549","63,203","59,346","125,137","63,838","61,299","126,674","63,845","62,829","122,829","62,154","60,675","121,151","61,595","59,556","123,358","62,598","60,760","125,710","63,719","61,991","128,200","64,972","63,228","130,273","66,020","64,253","131,830","66,813","65,017","132,811","67,335","65,476"
